dataset,filename,window,AUC_ROC,AUC_PR,Precision,Recall,F,Precision@k,Rprecision,Rrecall,RF
IOPS,KPI-6efa3a07-4544-34a0-b921-a155bd1a05e8.test.out,70,0.6153054263820051,0.12775923826457175,0.06601123595505617,0.028693528693528692,0.04,0.028693528693528692,0.08316008316008316,0.2604532288453374,0.1260679456432046
IOPS,KPI-7103fa0f-cac4-314f-addc-866190247439.test.out,70,0.6665944010850954,0.389088888888889,0.6,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.5555555555555556,0.4333333333333333,0.48689138576779023
IOPS,KPI-847e8ecc-f8d2-3a93-9107-f367a0aab37d.test.out,70,0.7091697545306235,0.04926992634642234,0.058823529411764705,0.2616822429906542,0.09605488850771869,0.2616822429906542,0.036619718309859155,0.3666473071442016,0.0665887377802408
IOPS,KPI-8723f0fb-eaef-32e6-b372-6034c9c04b80.test.out,70,0.5263904814712304,0.02155631596255748,0.016697588126159554,0.05660377358490566,0.025787965616045846,0.05660377358490566,0.02030456852791878,0.28154761904761905,0.0378774987237365
IOPS,KPI-9c639a46-34c8-39bc-aaf0-9144b37adfc8.test.out,70,0.6425710642301788,0.327628090884623,0.48936170212765956,0.2875,0.36220472440944884,0.2875,0.4666666666666667,0.2172071223499795,0.2964386861765117
IOPS,KPI-a07ac296-de40-3a7c-8df3-91f642cc14d0.test.out,70,0.6811216469933575,0.09389385928980946,0.11363636363636363,0.13986013986013987,0.12539184952978055,0.13986013986013987,0.07800175284837862,0.423277306027306,0.13172851020396362
IOPS,KPI-a8c06b47-cc41-3738-9110-12df0ee4c721.test.out,70,0.6978670093429302,0.07863202202186213,0.06153846153846154,0.12598425196850394,0.082687338501292,0.12598425196850394,0.048672566371681415,0.37283568075117374,0.08610445722455029
IOPS,KPI-ab216663-dcc2-3a24-b1ee-2c3e550e06c9.test.out,70,0.4703888300769704,0.02435041413290321,0.018518518518518517,0.0213903743315508,0.019851116625310174,0.0213903743315508,0.018518518518518517,0.09835748792270531,0.03116867211659165
IOPS,KPI-adb2fde9-8589-3f5b-a410-5fe14386c7af.test.out,70,0.7598228399114807,0.02578217474467451,0.03580562659846547,0.25925925925925924,0.06292134831460675,0.25925925925925924,0.03271028037383177,0.3401268115942029,0.059680989952886405
IOPS,KPI-ba5f3328-9f3f-3ff5-a683-84437d16d554.test.out,70,0.5511013041865042,0.06092288290857011,0.058925476603119586,0.0405727923627685,0.0480565371024735,0.0405727923627685,0.0456221198156682,0.1840049214917486,0.07311590592443028
IOPS,KPI-c02607e8-7399-3dde-9d28-8a8da5e5d251.test.out,70,0.5636549690567428,0.01583935062508423,0.016129032258064516,0.04918032786885246,0.024291497975708502,0.0,0.016129032258064516,0.28,0.030501089324618737
IOPS,KPI-c69a50cf-ee03-3bd7-831e-407d36c7ee91.test.out,70,0.7134578225906747,0.08659272789453709,0.07838983050847458,0.46835443037974683,0.13430127041742287,0.46835443037974683,0.03735632183908046,0.45345506623702114,0.06902616282116587
IOPS,KPI-da10a69f-d836-3baa-ad40-3e548ecf1fbd.test.out,70,0.5687740099201007,0.2667442226734821,0.43333333333333335,0.13978494623655913,0.21138211382113822,0.13978494623655913,0.41304347826086957,0.28877575757575763,0.3399078772878617
IOPS,KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d.test.out,70,0.5488349935553681,0.0234093122759696,0.015544041450777202,0.02586206896551724,0.019417475728155338,0.02586206896551724,0.015706806282722512,0.1186666666666667,0.027741700867577535
IOPS,KPI-f0932edd-6400-3e63-9559-0a9860a1baa9.test.out,70,0.8076112397036194,0.4128809144671408,0.4772727272727273,0.6176470588235294,0.5384615384615384,0.6176470588235294,0.35714285714285715,0.5071313131313131,0.419122385806973
IOPS,KPI-ffb82d38-5f00-37db-abc0-5d2e4e4cb6aa.test.out,70,0.5713912440676159,0.3037952757584156,0.5,0.14285714285714285,0.2222222222222222,0.14285714285714285,0.5,0.2571428571428572,0.339622641509434
MGAB,1.test.out,70,0.5718910042306836,0.007552425319532021,0.0057251908396946565,0.05,0.010273972602739725,0.05,0.002564102564102564,0.10666666666666667,0.005007824726134585
MGAB,10.test.out,70,0.5605658539300824,0.002196476802835981,0.0020242914979757085,0.016666666666666666,0.0036101083032490976,0.016666666666666666,0.0026954177897574125,0.08,0.005215123859191656
MGAB,2.test.out,70,0.5870465931863726,0.0037145744294664893,0.007936507936507936,0.06666666666666667,0.014184397163120567,0.06666666666666667,0.007874015748031496,0.17333333333333334,0.015063731170336037
MGAB,3.test.out,70,0.670504342017368,0.004850573137829697,0.003976143141153081,0.03333333333333333,0.007104795737122558,0.03333333333333333,0.0026455026455026454,0.09333333333333334,0.005145167217934583
MGAB,4.test.out,70,0.4814726771390374,0.0025638888599242068,0.0019083969465648854,0.0125,0.0033112582781456954,0.0125,0.002583979328165375,0.060000000000000005,0.00495458298926507
MGAB,5.test.out,70,0.4096995994659546,0.0010450777861204204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGAB,6.test.out,70,0.5593570354278075,0.0035431354116235826,0.005928853754940711,0.0375,0.010238907849829351,0.0375,0.005291005291005291,0.13,0.010168165819319515
MGAB,7.test.out,70,0.5066332665330661,0.0018771146541586288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGAB,8.test.out,70,0.5208180249387664,0.0019381286639547084,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGAB,9.test.out,70,0.578210031173458,0.019555166487932995,0.006048387096774193,0.05,0.01079136690647482,0.05,0.002702702702702703,0.10666666666666667,0.005271828665568369
NAB,NAB_data_CloudWatch_1.out,70,0.5014018176810796,0.11830980141994778,0.13333333333333333,0.01,0.018604651162790697,0.01,0.13333333333333333,0.20400000000000001,0.16126482213438734
NAB,NAB_data_CloudWatch_10.out,70,0.5085995347045429,0.11673272344789382,0.11904761904761904,0.04975124378109453,0.07017543859649122,0.04975124378109453,0.1366906474820144,0.13756218905472636,0.13712503344274277
NAB,NAB_data_CloudWatch_11.out,70,0.5074626865671642,0.5565820117966357,1.0,0.014925373134328358,0.029411764705882353,0.014925373134328358,1.0,0.20298507462686569,0.337468982630273
NAB,NAB_data_CloudWatch_12.out,70,0.5311575550538895,0.18681426125563716,0.25,0.0847457627118644,0.12658227848101267,0.0847457627118644,0.21710526315789475,0.20401427297056202,0.2103562937423525
NAB,NAB_data_CloudWatch_13.out,70,0.5245710548058387,0.1293312315378081,0.16071428571428573,0.045,0.0703125,0.045,0.15384615384615385,0.20450000000000002,0.17559300203928305
NAB,NAB_data_CloudWatch_14.out,70,0.6004135354784705,0.16845503876791182,0.1925925925925926,0.05627705627705628,0.08710217755443886,0.05627705627705628,0.14864864864864866,0.1432900432900433,0.14592016672010263
NAB,NAB_data_CloudWatch_15.out,70,0.5250519360609383,0.225583288243128,0.3333333333333333,0.06451612903225806,0.10810810810810811,0.06451612903225806,0.25,0.15161290322580645,0.18875502008032127
NAB,NAB_data_CloudWatch_16.out,70,0.6372755439272927,0.3252044581535173,0.33587786259541985,0.11,0.1657250470809793,0.11,0.16326530612244897,0.21100000000000002,0.18408855444680736
NAB,NAB_data_CloudWatch_17.out,70,0.48858441200771136,0.1204532539015855,0.3333333333333333,0.07,0.11570247933884298,0.07,0.26666666666666666,0.20742857142857143,0.23334672559260744
NAB,NAB_data_CloudWatch_2.out,70,0.52019829248141,0.1089954650747671,0.17543859649122806,0.025,0.0437636761487965,0.025,0.17543859649122806,0.20400000000000001,0.18864434991677453
NAB,NAB_data_CloudWatch_3.out,70,0.6141837648030847,0.15856366559511398,0.2708333333333333,0.0325,0.05803571428571429,0.0325,0.26666666666666666,0.20450000000000002,0.23148213654050231
NAB,NAB_data_CloudWatch_4.out,70,0.5550338004110065,0.12543914918459764,0.11842105263157894,0.022388059701492536,0.03765690376569038,0.022388059701492536,0.13333333333333333,0.20223880597014926,0.16071163825055595
NAB,NAB_data_CloudWatch_5.out,70,0.6048058159313527,0.374253966374788,0.5714285714285714,0.11695906432748537,0.1941747572815534,0.11695906432748537,0.8,0.21169590643274855,0.3347976878612717
NAB,NAB_data_CloudWatch_6.out,70,0.5703618858038274,0.24557654226917816,0.3409090909090909,0.07462686567164178,0.12244897959183673,0.07462686567164178,0.42857142857142855,0.21990049751243781,0.29066199035510737
NAB,NAB_data_CloudWatch_8.out,70,0.5153740117269809,0.11738384895970179,0.10344827586206896,0.03731343283582089,0.054844606946983544,0.03731343283582089,0.11538461538461539,0.13996683250414596,0.1264924813908178
NAB,NAB_data_CloudWatch_9.out,70,0.5129965400954758,0.13289851487199006,0.12804878048780488,0.04449152542372881,0.0660377358490566,0.04449152542372881,0.13013698630136986,0.20187332738626226,0.15825524303076255
NAB,NAB_data_Exchange_1.out,70,0.4975663548558826,0.09307078587707653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAB,NAB_data_Exchange_2.out,70,0.5324525803144223,0.11358870241228519,0.12195121951219512,0.03125,0.04975124378109453,0.03125,0.11764705882352941,0.21250000000000002,0.15144766146993316
NAB,NAB_data_Exchange_3.out,70,0.5303773131458784,0.16848135637839848,0.24,0.08,0.12,0.08,0.25,0.22844444444444448,0.23873664653971205
NAB,NAB_data_Exchange_4.out,70,0.49337355120653625,0.09510194916547961,0.0975609756097561,0.02631578947368421,0.04145077720207254,0.02631578947368421,0.11538461538461539,0.20701754385964913,0.1481791544579322
NAB,NAB_data_Exchange_5.out,70,0.505538872205539,0.16226136234256414,0.21428571428571427,0.018518518518518517,0.03409090909090909,0.018518518518518517,0.21428571428571427,0.14320987654320988,0.17168228909718797
NAB,NAB_data_Exchange_6.out,70,0.5091303981106613,0.20080661649556286,0.2857142857142857,0.025,0.04597701149425287,0.025,0.2857142857142857,0.16500000000000004,0.20919175911251986
NAB,NAB_data_KnownCause_1.out,70,0.5567787867937053,0.12310451892851046,0.12921348314606743,0.031767955801104975,0.050997782705099776,0.031767955801104975,0.1484375,0.20277558537227047,0.17140307242136066
NAB,NAB_data_KnownCause_2.out,70,0.5197403426791277,0.09549926893777752,0.05172413793103448,0.006008010680907877,0.01076555023923445,0.006008010680907877,0.047058823529411764,0.2006008010680908,0.07623396597377476
NAB,NAB_data_KnownCause_3.out,70,0.5016102970472354,0.0908426730633183,0.10884353741496598,0.04664723032069971,0.0653061224489796,0.04664723032069971,0.10344827586206896,0.20824676616915427,0.13822978237743322
NAB,NAB_data_KnownCause_4.out,70,0.5915871453337865,0.15627033584618283,0.19246861924686193,0.05418138987043581,0.08455882352941177,0.05418138987043581,0.18598130841121494,0.20314543720904146,0.1941848235062005
NAB,NAB_data_KnownCause_5.out,70,0.4935590378848769,0.12255553358357782,0.28346456692913385,0.03495145631067961,0.06222990492653414,0.03495145631067961,0.2909090909090909,0.20869902912621358,0.24304026456746328
NAB,NAB_data_KnownCause_6.out,70,0.4967623254703346,0.07622735917808707,0.047619047619047616,0.005319148936170213,0.009569377990430622,0.005319148936170213,0.047619047619047616,0.10425531914893618,0.06537691794529686
NAB,NAB_data_KnownCause_7.out,70,0.49895528625156704,0.049680090327436956,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAB,NAB_data_Traffic_1.out,70,0.5254944626676625,0.15732827078353634,0.1625,0.052845528455284556,0.07975460122699386,0.052845528455284556,0.17857142857142858,0.22276422764227646,0.19823469830704674
NAB,NAB_data_Traffic_2.out,70,0.5205298486146815,0.14574854799243017,0.16279069767441862,0.06481481481481481,0.09271523178807947,0.06481481481481481,0.1702127659574468,0.2064814814814815,0.18660111918832697
NAB,NAB_data_Traffic_3.out,70,0.5088635641085019,0.1197179125989783,0.17777777777777778,0.03361344537815126,0.05653710247349823,0.03361344537815126,0.16666666666666666,0.20384153661464588,0.1833891348957771
NAB,NAB_data_Traffic_4.out,70,0.5202795173471289,0.12963944388932883,0.25757575757575757,0.06854838709677419,0.10828025477707007,0.06854838709677419,0.18867924528301888,0.21096774193548387,0.19920197374432702
NAB,NAB_data_Traffic_5.out,70,0.5486891350967632,0.1548753393981196,0.1917808219178082,0.058823529411764705,0.09003215434083602,0.058823529411764705,0.18333333333333332,0.20427807486631017,0.19323982524718328
NAB,NAB_data_Traffic_6.out,70,0.606962348548887,0.15527674546655698,0.21212121212121213,0.0625,0.09655172413793103,0.0625,0.2777777777777778,0.18571428571428572,0.2226027397260274
NAB,NAB_data_Traffic_7.out,70,0.5832375836612761,0.13356513123341004,0.11290322580645161,0.028225806451612902,0.04516129032258064,0.028225806451612902,0.11538461538461539,0.20752688172043013,0.1483094262295082
NAB,NAB_data_art1_0.out,70,0.5112756005039559,0.10856422456339605,0.0975609756097561,0.01990049751243781,0.03305785123966942,0.01990049751243781,0.0945945945945946,0.20227434257285004,0.12890576976583176
NAB,NAB_data_art1_1.out,70,0.49345652558371,0.10204143833127502,0.07317073170731707,0.014925373134328358,0.024793388429752067,0.014925373134328358,0.08,0.2019900497512438,0.11460832745236416
NAB,NAB_data_art1_2.out,70,0.5374512118383008,0.1205991978707987,0.13793103448275862,0.01990049751243781,0.034782608695652174,0.01990049751243781,0.13793103448275862,0.2019900497512438,0.1639244978298173
NAB,NAB_data_art1_3.out,70,0.3264251901144594,0.06410164103310033,0.02564102564102564,0.004975124378109453,0.008333333333333333,0.004975124378109453,0.02702702702702703,0.2019900497512438,0.04767496477219352
NAB,NAB_data_art1_4.out,70,0.5087201770151721,0.12782233231673326,0.12883435582822086,0.05223880597014925,0.0743362831858407,0.05223880597014925,0.11801242236024845,0.20219952867242735,0.1490391354962181
NAB,NAB_data_art1_5.out,70,0.619179179879056,0.2527848436467776,0.10256410256410256,0.03980099502487562,0.05734767025089606,0.03980099502487562,0.125,0.20289461781999096,0.15469498948239593
NAB,NAB_data_tweets_1.out,70,0.5061763034409189,0.30346260629517385,0.5,0.013888888888888888,0.02702702702702703,0.013888888888888888,0.42857142857142855,0.10353535353535354,0.16677966101694913
NAB,NAB_data_tweets_10.out,70,0.5274508757083424,0.1690490481073753,0.19963369963369965,0.0689873417721519,0.10253998118532455,0.0689873417721519,0.23809523809523808,0.2091983122362869,0.22271334752805255
NAB,NAB_data_tweets_2.out,70,0.5023274257684547,0.33707153874309015,0.5714285714285714,0.005076142131979695,0.010062893081761006,0.005076142131979695,0.6,0.10126903553299493,0.1732899022801303
NAB,NAB_data_tweets_3.out,70,0.5031446540880503,0.5528270639993766,1.0,0.006289308176100629,0.0125,0.006289308176100629,1.0,0.06918238993710692,0.12941176470588237
NAB,NAB_data_tweets_4.out,70,0.5050429666920787,0.41537487275844076,0.7272727272727273,0.010505581089954037,0.020711974110032363,0.010505581089954037,0.7,0.20204829876512506,0.3135836724689927
NAB,NAB_data_tweets_5.out,70,0.5017585806300336,0.35157653782437104,0.6,0.0037974683544303796,0.007547169811320755,0.0037974683544303796,0.5,0.20151898734177218,0.2872609166365933
NAB,NAB_data_tweets_6.out,70,0.5211109162394219,0.3217927679242852,0.5409836065573771,0.04618614415675298,0.0851063829787234,0.04618614415675298,0.4406779661016949,0.13645217216645789,0.2083809585162714
NAB,NAB_data_tweets_7.out,70,0.5104431692672674,0.23792992682303366,0.36363636363636365,0.02518891687657431,0.04711425206124853,0.02518891687657431,0.23076923076923078,0.20214105793450882,0.21550855991943604
NAB,NAB_data_tweets_8.out,70,0.5012626262626263,0.5511048975560017,1.0,0.0025252525252525255,0.005037783375314861,0.0025252525252525255,1.0,0.13434343434343435,0.23686553873552982
NAB,NAB_data_tweets_9.out,70,0.5101087726915338,0.22335399278713225,0.33884297520661155,0.025883838383838384,0.04809384164222874,0.025883838383838384,0.26605504587155965,0.20265151515151517,0.230064874884152
NASA_SMAP,SMAPA-1_data.out,70,0.5058239075875821,0.2607434640522876,0.5,0.011764705882352941,0.022988505747126436,0.011764705882352941,0.5,0.20941176470588235,0.29519071310116085
NASA_SMAP,SMAPA-2_data.out,70,0.5498335705948163,0.06821244026470409,0.045454545454545456,0.07207207207207207,0.05574912891986063,0.07207207207207207,0.024390243902439025,0.21441441441441442,0.043798306956201696
NASA_SMAP,SMAPA-3_data.out,70,0.6150278840442122,0.07398632546024647,0.07537688442211055,0.08064516129032258,0.07792207792207792,0.08064516129032258,0.0582010582010582,0.2058651026392962,0.0907467036453804
NASA_SMAP,SMAPA-4_data.out,70,0.42457767090719783,0.04508929524799522,0.04430379746835443,0.06306306306306306,0.05204460966542751,0.06306306306306306,0.039473684210526314,0.2084084084084084,0.0663754901648229
NASA_SMAP,SMAPA-5_data.out,70,0.916738474795347,0.46443444395333183,0.4925373134328358,0.6470588235294118,0.559322033898305,0.6470588235294118,0.5,0.37254901960784315,0.42696629213483145
NASA_SMAP,SMAPA-6_data.out,70,0.8865566194193221,0.45352494008508015,0.49056603773584906,0.6341463414634146,0.5531914893617021,0.6341463414634146,0.25,0.7073170731707317,0.36942675159235666
NASA_SMAP,SMAPA-7_data.out,70,0.26802158410453647,0.22551610875546851,0.6798561151079137,0.07871720116618076,0.14109742441209405,0.07871720116618076,0.7398373983739838,0.2006920193509115,0.3157359220728379
NASA_SMAP,SMAPA-8_data.out,70,0.48734244474891736,0.3987717135213607,0.33980582524271846,0.01839201261166579,0.03489531405782652,0.01839201261166579,0.25,0.20294272201786653,0.22402691571436859
NASA_SMAP,SMAPA-9_data.out,70,0.5027906157617127,0.48014670490692357,0.5,0.01966364812419146,0.037839183470251433,0.01966364812419146,0.5,0.2039327296248383,0.2897048553681038
NASA_SMAP,SMAPB-1_data.out,70,0.8787412799889768,0.5683647934698663,0.6923076923076923,0.5070422535211268,0.5853658536585366,0.5070422535211268,0.6923076923076923,0.4028169014084507,0.5092995647012267
NASA_MSL,SMAPC-1_data.out,70,0.4911645518074821,0.12671780623060544,0.04838709677419355,0.009615384615384616,0.016042780748663103,0.009615384615384616,0.08108108108108109,0.10199004975124379,0.09034153507161219
NASA_MSL,SMAPC-2_data.out,70,0.4994737203395648,0.061701891860160354,0.02702702702702703,0.0072992700729927005,0.011494252873563218,0.0072992700729927005,0.02702702702702703,0.10396039603960397,0.04290091930541369
NASA_SMAP,SMAPD-11_data.out,70,0.7353104077229351,0.35262152631690086,0.5,0.4262295081967213,0.46017699115044247,0.4262295081967213,0.5,0.540983606557377,0.5196850393700787
NASA_SMAP,SMAPD-12_data.out,70,0.5383211678832117,0.6980837341878342,1.0,0.043795620437956206,0.08391608391608392,0.043795620437956206,1.0,0.20583941605839418,0.34140435835351096
NASA_SMAP,SMAPD-13_data.out,70,0.8834389504413731,0.7284800281383838,0.7954545454545454,0.43478260869565216,0.5622489959839357,0.43478260869565216,0.7857142857142857,0.28695652173913044,0.42038216560509556
NASA_MSL,SMAPD-14_data.out,70,0.6936318340812723,0.4565351591854326,0.6571428571428571,0.2072072072072072,0.3150684931506849,0.2072072072072072,0.6527777777777778,0.43274105662165363,0.5204584873941429
NASA_MSL,SMAPD-15_data.out,70,0.4939906231714002,0.2838888650124324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NASA_MSL,SMAPD-16_data.out,70,0.5081079059189658,0.36434271316779154,0.76,0.05837173579109063,0.10841654778887304,0.05837173579109063,0.5,0.2038914490527394,0.28966319924347134
NASA_SMAP,SMAPD-1_data.out,70,0.6319423135931267,0.7729107000075114,1.0,0.07548327707885855,0.14037089871611982,0.07548327707885855,1.0,0.20177607710773787,0.3357964615061128
NASA_SMAP,SMAPD-2_data.out,70,0.5100566639291794,0.6484202359134295,0.75,0.016358463726884778,0.032018561484918794,0.016358463726884778,0.75,0.20436225699383595,0.32120233511365054
NASA_SMAP,SMAPD-3_data.out,70,0.532051282051282,0.7094818376068375,1.0,0.038461538461538464,0.07407407407407407,0.038461538461538464,1.0,0.20512820512820515,0.34042553191489366
NASA_SMAP,SMAPD-4_data.out,70,0.5323275862068966,0.7116029314211065,1.0,0.03879310344827586,0.07468879668049792,0.03879310344827586,1.0,0.20517241379310347,0.3404864091559371
NASA_SMAP,SMAPD-5_data.out,70,0.5389517295634104,0.2775905590343112,0.5,0.0784313725490196,0.13559322033898305,0.0784313725490196,0.5,0.2627450980392157,0.3444730077120823
NASA_SMAP,SMAPD-6_data.out,70,0.5183262847622708,0.267292406561813,0.5,0.037037037037037035,0.06896551724137931,0.037037037037037035,0.5,0.22962962962962963,0.3147208121827411
NASA_SMAP,SMAPD-7_data.out,70,0.538860103626943,0.7019064265790498,1.0,0.04441154700222058,0.08504606661941885,0.04441154700222058,1.0,0.20592153960029608,0.34151730910876504
NASA_SMAP,SMAPD-8_data.out,70,0.5097400074691771,0.26297892791864014,0.5,0.0196078431372549,0.03773584905660377,0.0196078431372549,0.5,0.21568627450980393,0.3013698630136986
NASA_SMAP,SMAPD-9_data.out,70,0.5384948096885813,0.6105309965640877,1.0,0.05795847750865052,0.10956663941128372,0.05795847750865052,1.0,0.21545559400230682,0.3545264756120706
NASA_SMAP,SMAPE-10_data.out,70,0.46299383739809014,0.03766423708027816,0.030303030303030304,0.018633540372670808,0.023076923076923078,0.018633540372670808,0.0297029702970297,0.21863830403009912,0.05230066623435665
NASA_SMAP,SMAPE-11_data.out,70,0.45024942207081153,0.03435643254458698,0.030303030303030304,0.020338983050847456,0.02434077079107505,0.020338983050847456,0.0297029702970297,0.2189649630343941,0.05230999997440301
NASA_SMAP,SMAPE-12_data.out,70,0.43598763641382454,0.06314045445334376,0.0707070707070707,0.024013722126929673,0.03585147247119078,0.024013722126929673,0.06930693069306931,0.21719003390830016,0.10508156446440745
NASA_SMAP,SMAPE-13_data.out,70,0.5381489953257503,0.041165311976920464,0.04819277108433735,0.045454545454545456,0.04678362573099415,0.045454545454545456,0.04132231404958678,0.22433043095622987,0.06978924700100128
NASA_SMAP,SMAPE-1_data.out,70,0.5293895327113831,0.07766050722817025,0.09803921568627451,0.03937007874015748,0.056179775280898875,0.03937007874015748,0.10476190476190476,0.22731588557516738,0.14342449780409297
NASA_SMAP,SMAPE-2_data.out,70,0.4765167749353977,0.19244534676622457,0.29381443298969073,0.0407725321888412,0.07160804020100503,0.0407725321888412,0.22758620689655173,0.2009884250227598,0.21346197312795612
NASA_SMAP,SMAPE-3_data.out,70,0.594926859632742,0.7516019529275539,1.0,0.06971677559912855,0.13034623217922606,0.06971677559912855,1.0,0.2026558771656811,0.3370139056623305
NASA_SMAP,SMAPE-4_data.out,70,0.48452673313781786,0.328014736843399,0.3247422680412371,0.02240398293029872,0.041916167664670656,0.02240398293029872,0.3193717277486911,0.20029382272695476,0.2461898202147439
NASA_SMAP,SMAPE-5_data.out,70,0.45191911330022316,0.04133084091730094,0.05102040816326531,0.03115264797507788,0.03868471953578337,0.03115264797507788,0.0594059405940594,0.20415368639667705,0.09203186318491414
NASA_SMAP,SMAPE-6_data.out,70,0.5901804049727295,0.3024954362906169,0.5,0.18181818181818182,0.26666666666666666,0.18181818181818182,0.5,0.34545454545454546,0.40860215053763443
NASA_SMAP,SMAPE-7_data.out,70,0.6184538343877111,0.5294468764053042,0.8589743589743589,0.23843416370106763,0.3732590529247911,0.23843416370106763,0.875,0.22724961870869345,0.3607956183338138
NASA_SMAP,SMAPE-8_data.out,70,0.515366811931954,0.07718397390278309,0.07027027027027027,0.02086677367576244,0.03217821782178218,0.02086677367576244,0.06521739130434782,0.20185482432673446,0.0985834114842677
NASA_SMAP,SMAPE-9_data.out,70,0.5793652073365316,0.0604286612432928,0.06217616580310881,0.03418803418803419,0.04411764705882353,0.03418803418803419,0.08,0.20341880341880342,0.11483715319662242
